id,source_file,question,type,answer,raw,option_A,option_B,option_C,option_D,option_E,option_F,option_G,option_H
164,学生手册答案.docx,64、[1分] 按学校规定，私自更改或以其他不正当手段获得某一门课程考试成绩的，给予（ ）处分。,单选,D,"64、[1分]
按学校规定，私自更改或以其他不正当手段获得某一门课程考试成绩的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：D",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：D,,,,
165,学生手册答案.docx,65、[1分] 按学校规定，在学生宿舍留宿异性或在异性宿舍留宿的，给予（ ）以上处分。,单选,B,"65、[1分]
按学校规定，在学生宿舍留宿异性或在异性宿舍留宿的，给予（ ）以上处分。
A. 留校察看
B. 记过
C. 严重警告
D. 开除学籍
正确答案：B",A. 留校察看,B. 记过,C. 严重警告,D. 开除学籍 正确答案：B,,,,
166,学生手册答案.docx,66、[1分] 按学校规定，以盗窃、骗取、勒索、冒领等手段非法占有国家、本校或者他人财物的，所涉及价值500元以上不足1000元的，给予（ ）处分。,单选,A,"66、[1分]
按学校规定，以盗窃、骗取、勒索、冒领等手段非法占有国家、本校或者他人财物的，所涉及价值500元以上不足1000元的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
167,学生手册答案.docx,67、[1分] 按学校规定，以盗窃、骗取、勒索、冒领等手段非法占有国家、本校或者他人财物的，所涉及价值（ ）元以上的，给予留校察看以上处分。,单选,B,"67、[1分]
按学校规定，以盗窃、骗取、勒索、冒领等手段非法占有国家、本校或者他人财物的，所涉及价值（ ）元以上的，给予留校察看以上处分。
A. 2000
B. 1000
C. 500
D. 5000
正确答案：B",A. 2000,B. 1000,C. 500,D. 5000 正确答案：B,,,,
168,学生手册答案.docx,68、[1分] 按学校规定，学校校庆日暨校友返校日为每年（ ）月第二个星期六。,单选,D,"68、[1分]
按学校规定，学校校庆日暨校友返校日为每年（ ）月第二个星期六。
A. 9
B. 5
C. 3
D. 11
正确答案：D",A. 9,B. 5,C. 3,D. 11 正确答案：D,,,,
169,学生手册答案.docx,69、[1分] 按学校规定，下列说法错误的是（ ）。,单选,D,"69、[1分]
按学校规定，下列说法错误的是（ ）。
A. 学生可以申请选修、免听、补考和免修、重修、降级、提前毕业。
B. 学校按照国家有关规定为家庭经济困难学生提供教育救助，完善学生资助体系，保证学生不因家庭经济困难而放弃学业。
C. 每学期开学时，学生应当按学校有关规定办理注册手续。
D. 学生可以根据校际间协议跨校修读专业或课程，在他校修读的课程成绩（学分）均不予以承认。
正确答案：D",A. 学生可以申请选修、免听、补考和免修、重修、降级、提前毕业。,B. 学校按照国家有关规定为家庭经济困难学生提供教育救助，完善学生资助体系，保证学生不因家庭经济困难而放弃学业。,C. 每学期开学时，学生应当按学校有关规定办理注册手续。,D. 学生可以根据校际间协议跨校修读专业或课程，在他校修读的课程成绩（学分）均不予以承认。 正确答案：D,,,,
170,学生手册答案.docx,70、[1分] 按学校规定，携带易燃、易爆、化学危险性物品进入校园或在校园内存放上述物品这，给予（ ）或（ ）处分；造成事故者，给予（ ）以上处分。,单选,A,"70、[1分]
按学校规定，携带易燃、易爆、化学危险性物品进入校园或在校园内存放上述物品这，给予（ ）或（ ）处分；造成事故者，给予（ ）以上处分。
A. 严重警告；记过；留校察看
B. 警告；记过；留校察看
C. 警告；严重警告；记过
D. 记过；留校察看；开除学籍
正确答案：A",A. 严重警告；记过；留校察看,B. 警告；记过；留校察看,C. 警告；严重警告；记过,D. 记过；留校察看；开除学籍 正确答案：A,,,,
171,学生手册答案.docx,71、[1分] 按学校规定，利用计算机信息网络泄露国家秘密，或泄露学校处于保密阶段的科研项目的有关资料、数据、图（照）片者，给予（ ）以上处分。,单选,A,"71、[1分]
按学校规定，利用计算机信息网络泄露国家秘密，或泄露学校处于保密阶段的科研项目的有关资料、数据、图（照）片者，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
172,学生手册答案.docx,72、[1分] 按学校规定，未经批准，任何人不准在学生宿舍区内经商、贩卖、推销、张贴广告、派发传单、悬挂标语横幅等，不听劝阻和拒不清除的，给予（ ）以上处份。,单选,C,"72、[1分]
按学校规定，未经批准，任何人不准在学生宿舍区内经商、贩卖、推销、张贴广告、派发传单、悬挂标语横幅等，不听劝阻和拒不清除的，给予（ ）以上处份。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
173,学生手册答案.docx,73、[1分] 按学校有关实施办法规定，品德素质测评得分在（ ）分以上，含（ ）分才可以申请各类奖学金。,单选,A,"73、[1分]
按学校有关实施办法规定，品德素质测评得分在（ ）分以上，含（ ）分才可以申请各类奖学金。
A. 80
B. 70
C. 60
D. 90
正确答案：A",A. 80,B. 70,C. 60,D. 90 正确答案：A,,,,
174,学生手册答案.docx,74、[1分] 按学校规定，请假无故逾期不返校，不办理续假手续，超过（ ）者，按自动退学处理。,单选,B,"74、[1分]
按学校规定，请假无故逾期不返校，不办理续假手续，超过（ ）者，按自动退学处理。
A. 30天
B. 2周
C. 1周
D. 60天
正确答案：B",A. 30天,B. 2周,C. 1周,D. 60天 正确答案：B,,,,
175,学生手册答案.docx,75、[1分] 按学校规定，留校察看期间，再次考试违纪的，给予（ ）处分。,单选,D,"75、[1分]
按学校规定，留校察看期间，再次考试违纪的，给予（ ）处分。
A. 留校察看
B. 记过
C. 严重警告
D. 开除学籍
正确答案：D",A. 留校察看,B. 记过,C. 严重警告,D. 开除学籍 正确答案：D,,,,
176,学生手册答案.docx,76、[1分] 广东工业大学的校训是（ ）。,单选,C,"76、[1分]
广东工业大学的校训是（ ）。
A. 求实、求真、求善、求美
B. 自强不息，厚德载物
C. 团结、勤奋、求是、创新
D. 厚德博学，唯实求新
正确答案：C",A. 求实、求真、求善、求美,B. 自强不息，厚德载物,C. 团结、勤奋、求是、创新,D. 厚德博学，唯实求新 正确答案：C,,,,
177,学生手册答案.docx,77、[1分] 按学校规定，抄袭或者协助他人抄袭试题答案或者与考试内容相关资料的，给予（ ）处分。,单选,A,"77、[1分]
按学校规定，抄袭或者协助他人抄袭试题答案或者与考试内容相关资料的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
178,学生手册答案.docx,78、[1分] 按学校规定，打架、斗殴或者故意伤害他人身体，造成严重后果的，给予（ ）或者（ ）处分。,单选,D,"78、[1分]
按学校规定，打架、斗殴或者故意伤害他人身体，造成严重后果的，给予（ ）或者（ ）处分。
A. 记过；留校察看
B. 严重警告；记过
C. 警告；严重警告
D. 留校察看；开除学籍
正确答案：D",A. 记过；留校察看,B. 严重警告；记过,C. 警告；严重警告,D. 留校察看；开除学籍 正确答案：D,,,,
179,学生手册答案.docx,79、[1分] 按学校规定，开考信号发出前答题或者考试结束信号发出后继续答题的，给予（ ）处分。,单选,C,"79、[1分]
按学校规定，开考信号发出前答题或者考试结束信号发出后继续答题的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
180,学生手册答案.docx,80、[1分] 按学校规定，在校园内进行宗教活动，经批评教育无效的，视情节严重给予（ ）以上处分。,单选,C,"80、[1分]
按学校规定，在校园内进行宗教活动，经批评教育无效的，视情节严重给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：C",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：C,,,,
181,学生手册答案.docx,81、[1分] 按学校规定，破解、仿冒或者伪造校园卡以及其他校内有价支付凭证的，视情节严重给予（ ）以上处分。,单选,A,"81、[1分]
按学校规定，破解、仿冒或者伪造校园卡以及其他校内有价支付凭证的，视情节严重给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
182,学生手册答案.docx,82、[1分] 按学校规定，考试过程中，有交换试卷、答案、草稿纸行为的，给予（ ）处分。,单选,,"82、[1分]
按学校规定，考试过程中，有交换试卷、答案、草稿纸行为的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：A",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：A,,,,
183,学生手册答案.docx,83、[1分] 按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，通过上述电子设备浏览、查询与考试相关内容的，或者发送与考试相关内容的，给予（ ）处分。,单选,D,"83、[1分]
按学校规定，在闭卷考试中，携带、使用手机或者其他具有存储、发送、接收等功能的电子设备参加考试的，通过上述电子设备浏览、查询与考试相关内容的，或者发送与考试相关内容的，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：D",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：D,,,,
184,学生手册答案.docx,84、[1分] 按学校规定，转租、转借、骗取房间或床位的，给予（ ）以上处分。,单选,B,"84、[1分]
按学校规定，转租、转借、骗取房间或床位的，给予（ ）以上处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
185,学生手册答案.docx,85、[1分] 按学校规定，一学期内无故旷课累计学时达到30—39学时者，给予（ ）处分。,单选,B,"85、[1分]
按学校规定，一学期内无故旷课累计学时达到30—39学时者，给予（ ）处分。
A. 记过
B. 严重警告
C. 警告
D. 留校察看
正确答案：B",A. 记过,B. 严重警告,C. 警告,D. 留校察看 正确答案：B,,,,
186,学生手册答案.docx,86、[1分] 按学校规定，代替他人或由他人代替参加考试的，考试过程中未被发现，考试结束后能主动承认其替考行为的，主动承认者给予（ ）处分、被动承认者给予（ ）处分。,单选,A,"86、[1分]
按学校规定，代替他人或由他人代替参加考试的，考试过程中未被发现，考试结束后能主动承认其替考行为的，主动承认者给予（ ）处分、被动承认者给予（ ）处分。
A. 记过；留校察看
B. 严重警告；记过
C. 警告；严重警告
D. 留校察看；开除学籍
正确答案：A
多选题(共计14分)",A. 记过；留校察看,B. 严重警告；记过,C. 警告；严重警告,D. 留校察看；开除学籍 正确答案：A 多选题(共计14分),,,,
187,学生手册答案.docx,1、[1分] 按学校规定，凡属下列哪些情形之一的本科毕业生不得授予学士学位：（）,多选,A|B|C|D,"1、[1分]
按学校规定，凡属下列哪些情形之一的本科毕业生不得授予学士学位：（）
A. 未按专业教学计划完成全部学业，未获得毕业证书者
B. 在校学习期间，因违法、违规、违纪受过留校察看及以上处分的本科生
C. 自入学之日起七年（特殊情况除外）内未达到学士学位授予条件者
D. 在校学习期间所修课程累计平均学分绩点低于1.6（有另行规定的除外）
E. 思想品德鉴定不及格者
F. 校学位评定委员会认为不符合学士学位授予条件者
正确答案：
A、
B、
C、
D、E、F",A. 未按专业教学计划完成全部学业，未获得毕业证书者,A. ,B. 在校学习期间，因违法、违规、违纪受过留校察看及以上处分的本科生,B. ,C. 自入学之日起七年（特殊情况除外）内未达到学士学位授予条件者,C. ,D. 在校学习期间所修课程累计平均学分绩点低于1.6（有另行规定的除外） E. 思想品德鉴定不及格者 F. 校学位评定委员会认为不符合学士学位授予条件者 正确答案：,D. E、F
188,学生手册答案.docx,2、[1分] 按学校规定，学生不得申请免听下列哪些课程或教学环节：（）,多选,A|B|C|D,"2、[1分]
按学校规定，学生不得申请免听下列哪些课程或教学环节：（）
A. 实习
B. 课程设计
C. 实验课
D. 思想政治理论课
E. 毕业设计（论文）
正确答案：
A、
B、
C、
D、E",A. 实习,A. ,B. 课程设计,B. ,C. 实验课,C. ,D. 思想政治理论课 E. 毕业设计（论文） 正确答案：,D. E
189,学生手册答案.docx,3、[1分] 按学校规定，下列说法正确的是（）,多选,A|B|C|D,"3、[1分]
按学校规定，下列说法正确的是（）
A. 学生缺课累计超过某门课程教学时数1/3者，不得参加该课程的考核，应重修
B. 课程考试可采用笔试、口试、实际操作等不同方式进行
C. 缺交作业（包括习题或实验报告）的次数超过该课程作业总次数1/3者，不得参加该课程的考核
D. 课程考核成绩（即总评成绩）的评定由课程结束时考试成绩和平时成绩组成
E. 学生因身体健康原因或生理缺陷不能修读体育课者，经校医院证明，体育部同意，可转修保健课
F. 除急病外，不得临考前或考试后申请缓考
正确答案：
A、
B、
C、
D、E、F",A. 学生缺课累计超过某门课程教学时数1/3者，不得参加该课程的考核，应重修,A. ,B. 课程考试可采用笔试、口试、实际操作等不同方式进行,B. ,C. 缺交作业（包括习题或实验报告）的次数超过该课程作业总次数1/3者，不得参加该课程的考核,C. ,D. 课程考核成绩（即总评成绩）的评定由课程结束时考试成绩和平时成绩组成 E. 学生因身体健康原因或生理缺陷不能修读体育课者，经校医院证明，体育部同意，可转修保健课 F. 除急病外，不得临考前或考试后申请缓考 正确答案：,D. E、F
190,学生手册答案.docx,4、[1分] 按学校规定，学生出现下列哪些情形之一，都应予退学处理：（）,多选,A|B|C|D,"4、[1分]
按学校规定，学生出现下列哪些情形之一，都应予退学处理：（）
A. 未请假离校连续2周未参加学校规定的教学活动的
B. 开学超过2周未注册而又无正当事由且未履行暂缓注册手续的
C. 请假无故逾期不返校超过2周
D. 一学期内旷课累计60学时以上（按实际授课时间计）
E. 休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的
正确答案：
A、
B、
C、
D、E",A. 未请假离校连续2周未参加学校规定的教学活动的,A. ,B. 开学超过2周未注册而又无正当事由且未履行暂缓注册手续的,B. ,C. 请假无故逾期不返校超过2周,C. ,D. 一学期内旷课累计60学时以上（按实际授课时间计） E. 休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的 正确答案：,D. E
191,学生手册答案.docx,5、[1分] 按学校规定，下列说法正确的是（）,多选,A|B|C|D,"5、[1分]
按学校规定，下列说法正确的是（）
A. 学生在获得主修专业毕业资格同时修读完辅修专业规定的课程，并取得相应学分，经审查合格的，发给辅修专业合格证书
B. 对退学学生,学校发给肄业证书或者写实性学习证明
C. 结业生在离校两年内可向学校申请重修或者补作毕业设计、论文、答辩，达到毕业要求的，可颁发毕业证书，毕业时间按发证日期填写
D. 学历证书和学位证书遗失或者损坏，经本人申请，学校核实后出具相应的证明书。证明书与原证书具有同等效力
正确答案：
A、
B、
C、D",A. 学生在获得主修专业毕业资格同时修读完辅修专业规定的课程，并取得相应学分，经审查合格的，发给辅修专业合格证书,A. ,"B. 对退学学生,学校发给肄业证书或者写实性学习证明",B. ,C. 结业生在离校两年内可向学校申请重修或者补作毕业设计、论文、答辩，达到毕业要求的，可颁发毕业证书，毕业时间按发证日期填写,C. D,D. 学历证书和学位证书遗失或者损坏，经本人申请，学校核实后出具相应的证明书。证明书与原证书具有同等效力 正确答案：,
192,学生手册答案.docx,6、[1分] 按学校规定，学生在校期间未受到违纪处分，且符合下列哪些情况之一者，可申请转专业：（）,多选,A|B|C|D,"6、[1分]
按学校规定，学生在校期间未受到违纪处分，且符合下列哪些情况之一者，可申请转专业：（）
A. 高考志愿填报服从专业调剂的学生
B. 学生入学后发现某种疾病或生理缺陷，经学校指定的医疗单位检查证明，不能在原专业学习，但尚能在本校其它专业学习者
C. 申请时所修课程首次考试成绩全部合格，且平均学分绩点排名在本专业同年级的前15%者
D. 经学校认可，学生确有专长且有与申请转专业相关的学习成果者
E. 经学校认可，学生确有某种特殊困难，不转专业无法继续学习者
正确答案：
A、
B、
C、
D、E",A. 高考志愿填报服从专业调剂的学生,A. ,B. 学生入学后发现某种疾病或生理缺陷，经学校指定的医疗单位检查证明，不能在原专业学习，但尚能在本校其它专业学习者,B. ,C. 申请时所修课程首次考试成绩全部合格，且平均学分绩点排名在本专业同年级的前15%者,C. ,D. 经学校认可，学生确有专长且有与申请转专业相关的学习成果者 E. 经学校认可，学生确有某种特殊困难，不转专业无法继续学习者 正确答案：,D. E
193,学生手册答案.docx,7、[1分] 按学校规定，下列说法正确的是（）,多选,A|B|C|D,"7、[1分]
按学校规定，下列说法正确的是（）
A. 学生休学期间，学校保留其学籍，但不享受在校学习学生待遇
B. 以特殊招生形式录取的学生，国家有相关规定或者录取前与学校有明确约定的，不得转专业
C. 学生参加创新创业、社会实践等活动以及发表论文、获得专利授权等与专业学习、学业要求相关的经历、成果，可根据学校创新创业实践学分认定及课程免修的相关规定申请学分折算，计入学业成绩。
D. 退学学生，应当按学校规定期限办理退学手续离校
正确答案：
A、
B、
C、D",A. 学生休学期间，学校保留其学籍，但不享受在校学习学生待遇,A. ,B. 以特殊招生形式录取的学生，国家有相关规定或者录取前与学校有明确约定的，不得转专业,B. ,C. 学生参加创新创业、社会实践等活动以及发表论文、获得专利授权等与专业学习、学业要求相关的经历、成果，可根据学校创新创业实践学分认定及课程免修的相关规定申请学分折算，计入学业成绩。,C. D,D. 退学学生，应当按学校规定期限办理退学手续离校 正确答案：,
194,学生手册答案.docx,8、[1分] 按学校规定，对有违反法律法规、本规定以及学校纪律行为的学生，学校给予批评教育，并视情节轻重，给予相应的纪律处分，主要有：（）,多选,A|B|C|D,"8、[1分]
按学校规定，对有违反法律法规、本规定以及学校纪律行为的学生，学校给予批评教育，并视情节轻重，给予相应的纪律处分，主要有：（）
A. 记过
B. 留校察看
C. 严重警告
D. 警告
E. 开除学籍
正确答案：
A、
B、
C、
D、E",A. 记过,A. ,B. 留校察看,B. ,C. 严重警告,C. ,D. 警告 E. 开除学籍 正确答案：,D. E
195,学生手册答案.docx,9、[1分] 按学校规定，学生在校期间依法享有的权利包括：（）,多选,A|B|C|D,"9、[1分]
按学校规定，学生在校期间依法享有的权利包括：（）
A. 按国家和学校规定的标准和程序申请奖学金、助学金、助学贷款及其他形式的社会资助
B. 在资源许可的范围内，按一定程序选择专业、选修校内外课程，公平获得在国（境）内外深造学习和参加学术文化交流活动的机会
C. 在校内组织、参加学生团体，以适当方式参与学校管理，对学校与学生权益相关事务享有知情权、参与权、表达权和监督权
D. 参加社会实践、志愿服务、勤工助学、文娱体育及科技文化创新等活动，获得就业创业指导和服务
E. 参加学校教育教学计划安排的各项活动，使用学校提供的教育教学资源
F. 对学校给予的处理或处分有异议，向学校、教育行政部门提出申诉；对学校、教职员工侵犯其人身权、财产权等合法权益的行为，提出申诉或者依法提起诉讼
正确答案：
A、
B、
C、
D、E、F",A. 按国家和学校规定的标准和程序申请奖学金、助学金、助学贷款及其他形式的社会资助,A. ,B. 在资源许可的范围内，按一定程序选择专业、选修校内外课程，公平获得在国（境）内外深造学习和参加学术文化交流活动的机会,B. ,C. 在校内组织、参加学生团体，以适当方式参与学校管理，对学校与学生权益相关事务享有知情权、参与权、表达权和监督权,C. ,D. 参加社会实践、志愿服务、勤工助学、文娱体育及科技文化创新等活动，获得就业创业指导和服务 E. 参加学校教育教学计划安排的各项活动，使用学校提供的教育教学资源 F. 对学校给予的处理或处分有异议，向学校、教育行政部门提出申诉；对学校、教职员工侵犯其人身权、财产权等合法权益的行为，提出申诉或者依法提起诉讼 正确答案：,D. E、F
196,学生手册答案.docx,10、[1分] 按学校学生宿舍管理规定，禁止学生以下哪些行为：（）,多选,A|B|C|D,"10、[1分]
按学校学生宿舍管理规定，禁止学生以下哪些行为：（）
A. 禁止在学生宿舍区内从事影响他人学习、休息的活动（如大声喧哗、打扑克、玩游戏等）
B. 禁止在宿舍区内饲养宠物
C. 禁止在宿舍内存放和使用电热棒、电炉和电饭锅、电炒锅、电磁炉、电水壶等大功率电器
D. 禁止在学生宿舍、宿舍走廊及宿舍生活公共场所酗酒，严禁在学生宿舍区打麻将、赌博及其他危害公共秩序的活动
E. 禁止在学生宿舍擅自留宿外人，严禁在学生宿舍留宿异性或在异性宿舍留宿
F. 严禁携带易燃、易爆、有毒、放射性、化学危险品等威胁人身生命安全物品、枪支、弹药、弩、匕首等管制器械及非法物品进入学生宿舍
正确答案：
A、
B、
C、
D、E、F",A. 禁止在学生宿舍区内从事影响他人学习、休息的活动（如大声喧哗、打扑克、玩游戏等）,A. ,B. 禁止在宿舍区内饲养宠物,B. ,C. 禁止在宿舍内存放和使用电热棒、电炉和电饭锅、电炒锅、电磁炉、电水壶等大功率电器,C. ,D. 禁止在学生宿舍、宿舍走廊及宿舍生活公共场所酗酒，严禁在学生宿舍区打麻将、赌博及其他危害公共秩序的活动 E. 禁止在学生宿舍擅自留宿外人，严禁在学生宿舍留宿异性或在异性宿舍留宿 F. 严禁携带易燃、易爆、有毒、放射性、化学危险品等威胁人身生命安全物品、枪支、弹药、弩、匕首等管制器械及非法物品进入学生宿舍 正确答案：,D. E、F
197,学生手册答案.docx,11、[1分] 按学校规定，有下列哪些情况之一者，不予转专业：（）,多选,A|B|C|D,"11、[1分]
按学校规定，有下列哪些情况之一者，不予转专业：（）
A. 学业预警或应予退学的学生
B. 在读四年级（五年制专业在读五年级）的学生
C. 已有转专业经历者
D. 正在休学或保留学籍的学生
E. 入学未满一学期的学生
F. 国家或学校在招生时明确规定不可转专业的
正确答案：
A、
B、
C、
D、E、F",A. 学业预警或应予退学的学生,A. ,B. 在读四年级（五年制专业在读五年级）的学生,B. ,C. 已有转专业经历者,C. ,D. 正在休学或保留学籍的学生 E. 入学未满一学期的学生 F. 国家或学校在招生时明确规定不可转专业的 正确答案：,D. E、F
198,学生手册答案.docx,12、[1分] 按学校有关实施办法规定，学生综合素质测评成绩包括（）,多选,A|B|C|D,"12、[1分]
按学校有关实施办法规定，学生综合素质测评成绩包括（）
A. 创新实践评价
B. 社会实践评价
C. 学业成绩考核
D. 品德表现评价
E. 文体实践评价
正确答案：
A、
B、
C、
D、E",A. 创新实践评价,A. ,B. 社会实践评价,B. ,C. 学业成绩考核,C. ,D. 品德表现评价 E. 文体实践评价 正确答案：,D. E
199,学生手册答案.docx,13、[1分] 按学校规定，关于休学，下列说法正确的是（）,多选,A|B|C|D,"13、[1分]
按学校规定，关于休学，下列说法正确的是（）
A. 因身体健康原因休学的学生，还须提供经学校指定的二级甲等以上医院恢复健康的诊断证明，经学校医院复查合格，方可申请复学
B. 休学期间不得擅自回校跟班上课和参加考试，自行来校上课所取得的成绩一律无效
C. 学生休学一般以学年为单位
D. 休学期间，有严重违法乱纪行为者，取消复学资格
正确答案：
A、
B、
C、D",A. 因身体健康原因休学的学生，还须提供经学校指定的二级甲等以上医院恢复健康的诊断证明，经学校医院复查合格，方可申请复学,A. ,B. 休学期间不得擅自回校跟班上课和参加考试，自行来校上课所取得的成绩一律无效,B. ,C. 学生休学一般以学年为单位,C. D,D. 休学期间，有严重违法乱纪行为者，取消复学资格 正确答案：,
200,学生手册答案.docx,14、[1分] 按学校规定，学生在校期间需依法履行的义务包括:（）,多选,A|B|C|D,"14、[1分]
按学校规定，学生在校期间需依法履行的义务包括:（）
A. 按规定缴纳学费及有关费用，履行获得贷学金及助学金的相应义务
B. 遵守学校章程和规章制度
C. 遵守学生行为规范，尊敬师长，养成良好的思想品德和行为习惯
D. 恪守学术道德，完成规定学业
E. 遵守宪法和法律、法规
F. 依法依规行使权利，按照合法的途径、程序和方式维护权益、表达诉求
正确答案：
A、
B、
C、
D、E、F",A. 按规定缴纳学费及有关费用，履行获得贷学金及助学金的相应义务,A. ,B. 遵守学校章程和规章制度,B. ,C. 遵守学生行为规范，尊敬师长，养成良好的思想品德和行为习惯,C. ,D. 恪守学术道德，完成规定学业 E. 遵守宪法和法律、法规 F. 依法依规行使权利，按照合法的途径、程序和方式维护权益、表达诉求 正确答案：,D. E、F
